Datum;BundeslandID;Name;Testungen;TestungenPCR;TestungenAntigen;Fälle
2021;7;Tirol;4599197;971552;3627645;128182
2021;8;Vorarlberg;2801409;262520;2538889;78077
2021;9;Wien;10769255;5933991;4835264;300145
2021;10;Österreich;47268180;11532421;35735759;1317392
2021;1;Burgenland;1930444;231680;1698764;53803
2021;2;Kärnten;1805034;311447;1493587;50307
2021;3;Niederösterreich;9715155;1930385;7784770;270767
2021;4;Oberösterreich;7145413;741611;6403802;199147
2021;5;Salzburg;2712073;399772;2312301;75587
2021;6;Steiermark;6091501;755827;5335674;169774
2021;7;Tirol;4611397;973256;3638141;128522
2021;8;Vorarlberg;2818988;262720;2556268;78567
2021;9;Wien;10895429;5961239;4934190;303662
2021;10;Österreich;47725434;11567937;36157497;1330136
2021;1;Burgenland;1944166;231737;1712429;54185
2021;2;Kärnten;1805141;311554;1493587;50310
2021;3;Niederösterreich;9797671;1933817;7863854;273067
2021;4;Oberösterreich;7240165;742072;6498093;201788
2021;5;Salzburg;2751407;400060;2351347;76683
2021;6;Steiermark;6171433;756336;5415097;172001
2021;7;Tirol;4620870;973869;3647001;128786
2021;8;Vorarlberg;2828315;262903;2565412;78827
2021;9;Wien;10986811;6010976;4975835;306209
2021;10;Österreich;48145979;11623324;36522655;1341857
2021;1;Burgenland;1959166;231941;1727225;54603
2021;2;Kärnten;1805558;311971;1493587;50322
2021;3;Niederösterreich;9832538;1937064;7895474;274039
2021;4;Oberösterreich;7331751;742649;6589102;204340
2021;5;Salzburg;2782675;400246;2382429;77555
2021;6;Steiermark;6235105;757541;5477564;173776
2021;7;Tirol;4631104;974562;3656542;129072
2021;8;Vorarlberg;2832446;263227;2569219;78942
2021;9;Wien;11048387;6030153;5018234;307925
2021;10;Österreich;48458730;11649354;36809376;1350573
2021;1;Burgenland;1972399;232155;1740244;54972
2021;2;Kärnten;1805701;312114;1493587;50326
2021;3;Niederösterreich;9872454;1939447;7933007;275151
2021;4;Oberösterreich;7391731;743284;6648447;206012
2021;5;Salzburg;2829182;401152;2428030;78851
2021;6;Steiermark;6302992;758805;5544187;175668
2021;7;Tirol;4639446;975972;3663474;129304
2021;8;Vorarlberg;2842061;263438;2578623;79210
2021;9;Wien;11157197;6104014;5053183;310958
2021;10;Österreich;48813163;11730381;37082782;1360452
2021;1;Burgenland;1983066;232349;1750717;55269
2021;2;Kärnten;1806568;312746;1493822;50350
2021;3;Niederösterreich;9956708;1942883;8013825;277499
2021;4;Oberösterreich;7457570;744110;6713460;207847
2021;5;Salzburg;2855325;402200;2453125;79580
2021;6;Steiermark;6356020;759726;5596294;177146
2021;7;Tirol;4645623;977135;3668488;129476
2021;8;Vorarlberg;2849408;263729;2585679;79415
2021;9;Wien;11257571;6173260;5084311;313755
2021;10;Österreich;49167859;11808138;37359721;1370337
2021;1;Burgenland;1995247;232400;1762847;55609
2021;2;Kärnten;1975056;314844;1660212;55046
2021;3;Niederösterreich;10028225;1947553;8080672;279493
2021;4;Oberösterreich;7528779;744746;6784033;209832
2021;5;Salzburg;2884812;403031;2481781;80401
2021;6;Steiermark;6407654;760738;5646916;178585
2021;7;Tirol;4653426;978643;3674783;129694
2021;8;Vorarlberg;2858657;263916;2594741;79672
2021;9;Wien;11362050;6246701;5115349;316667
2021;10;Österreich;49693906;11892572;37801334;1384998
2021;1;Burgenland;2006024;232751;1773273;55909
2021;2;Kärnten;1977261;315169;1662092;55107
2021;3;Niederösterreich;10116833;1951470;8165363;281962
2021;4;Oberösterreich;7595397;745500;6849897;211688
2021;5;Salzburg;2913134;404058;2509076;81191
2021;6;Steiermark;6469877;761185;5708692;180319
2021;7;Tirol;4772236;979629;3792607;133005
2021;8;Vorarlberg;2865649;264068;2601581;79867
2021;9;Wien;11467186;6316206;5150980;319597
2021;10;Österreich;50183597;11970036;38213561;1398646
2021;1;Burgenland;2026391;232923;1793468;56477
2021;2;Kärnten;1977462;315370;1662092;55113
2021;3;Niederösterreich;10222213;1955315;8266898;284899
2021;4;Oberösterreich;7687434;746058;6941376;214253
2021;5;Salzburg;2950878;404397;2546481;82243
2021;6;Steiermark;6555795;764261;5791534;182714
2021;7;Tirol;4783428;981678;3801750;133317
2021;8;Vorarlberg;2879780;264316;2615464;80261
2021;9;Wien;11580548;6387685;5192863;322757
2021;10;Österreich;50663929;12052003;38611926;1412034
2021;1;Burgenland;2039220;232946;1806274;56834
2021;2;Kärnten;1977544;315452;1662092;55115
2021;3;Niederösterreich;10320165;1958547;8361618;287629
2021;4;Oberösterreich;7776776;746432;7030344;216743
2021;5;Salzburg;2988333;404516;2583817;83287
2021;6;Steiermark;6634725;764562;5870163;184914
2021;7;Tirol;4792662;983031;3809631;133574
2021;8;Vorarlberg;2886022;264584;2621438;80435
2021;9;Wien;11667419;6431378;5236041;325178
2021;10;Österreich;51082866;12101448;38981418;1423710
2021;1;Burgenland;2052395;233118;1819277;57201
2021;2;Kärnten;1977658;315566;1662092;55118
2021;3;Niederösterreich;10414049;1961692;8452357;290246
2021;4;Oberösterreich;7863422;746865;7116557;219158
2021;5;Salzburg;3019003;404691;2614312;84141
2021;6;Steiermark;6702817;765124;5937693;186811
2021;7;Tirol;4801848;984069;3817779;133830
2021;8;Vorarlberg;2889717;264672;2625045;80538
2021;9;Wien;11736974;6457420;5279554;327116
2021;10;Österreich;51457883;12133217;39324666;1434162
2021;1;Burgenland;2063940;233253;1830687;57523
2021;2;Kärnten;1978219;316127;1662092;55134
2021;3;Niederösterreich;10484220;1964792;8519428;292201
2021;4;Oberösterreich;7920724;747531;7173193;220755
2021;5;Salzburg;3052367;405570;2646797;85071
2021;6;Steiermark;6766613;766533;6000080;188589
2021;7;Tirol;4809465;985873;3823592;134043
2021;8;Vorarlberg;3288639;264811;3023828;91656
2021;9;Wien;11799322;6486935;5312387;328854
2021;10;Österreich;52163509;12171425;39992084;1453828
2021;1;Burgenland;2073449;233388;1840061;57788
2021;2;Kärnten;1981055;318159;1662896;55213
2021;3;Niederösterreich;10553682;1967399;8586283;294137
2021;4;Oberösterreich;7973461;748197;7225264;222225
2021;5;Salzburg;3074226;406536;2667690;85680
2021;6;Steiermark;6853661;767167;6086494;191016
2021;7;Tirol;4815067;986689;3828378;134199
2021;8;Vorarlberg;3302104;264984;3037120;92032
2021;9;Wien;11926667;6586585;5340082;332403
2021;10;Österreich;52553372;12279104;40274268;1464693
2021;1;Burgenland;2083776;233527;1850249;58076
2021;2;Kärnten;1981250;318354;1662896;55219
2021;3;Niederösterreich;10621263;1971371;8649892;296021
2021;4;Oberösterreich;7994979;748796;7246183;222825
2021;5;Salzburg;3097940;407443;2690497;86341
2021;6;Steiermark;6909925;767963;6141962;192584
2021;7;Tirol;4821648;987556;3834092;134382
2021;8;Vorarlberg;3317855;265055;3052800;92471
2021;9;Wien;12015642;6647475;5368167;334883
2021;10;Österreich;52844278;12347540;40496738;1472801
2021;1;Burgenland;2093723;233848;1859875;58353
2021;2;Kärnten;1981348;318452;1662896;55221
2021;3;Niederösterreich;10690025;1974866;8715159;297937
2021;4;Oberösterreich;8082568;749485;7333083;225266
2021;5;Salzburg;3120176;408367;2711809;86961
2021;6;Steiermark;6962076;768623;6193453;194037
2021;7;Tirol;4928619;988424;3940195;137364
2021;8;Vorarlberg;3331638;265149;3066489;92855
2021;9;Wien;12105765;6710845;5394920;337395
2021;10;Österreich;53295938;12418059;40877879;1485389
2021;1;Burgenland;2103171;233956;1869215;58617
2021;2;Kärnten;2004568;318544;1686024;55868
2021;3;Niederösterreich;10774070;1978427;8795643;300280
2021;4;Oberösterreich;8155591;750027;7405564;227301
2021;5;Salzburg;3150244;408578;2741666;87799
2021;6;Steiermark;7035376;769039;6266337;196080
2021;7;Tirol;4937564;989483;3948081;137613
2021;8;Vorarlberg;3353242;265217;3088025;93457
2021;9;Wien;12199720;6771588;5428132;340013
2021;10;Österreich;53713546;12484859;41228687;1497028
2021;1;Burgenland;2122735;234154;1888581;59162
2021;2;Kärnten;2004600;318576;1686024;55869
2021;3;Niederösterreich;10860588;1981489;8879099;302691
2021;4;Oberösterreich;8230399;750238;7480161;229386
2021;5;Salzburg;3182300;408698;2773602;88693
2021;6;Steiermark;7108156;769214;6338942;198109
2021;7;Tirol;4945351;989855;3955496;137830
2021;8;Vorarlberg;3372599;265298;3107301;93996
2021;9;Wien;12199720;6771588;5428132;340013
2021;10;Österreich;54026448;12489110;41537338;1505749
2021;1;Burgenland;2133953;234649;1899304;59475
2021;2;Kärnten;2004662;318638;1686024;55871
2021;3;Niederösterreich;10946930;1984462;8962468;305097
2021;4;Oberösterreich;8309730;750742;7558988;231597
2021;5;Salzburg;3210537;408888;2801649;89480
2021;6;Steiermark;7168756;770261;6398495;199797
2021;7;Tirol;4953109;990375;3962734;138046
2021;8;Vorarlberg;3391186;265355;3125831;94514
2021;9;Wien;12335199;6836966;5498233;343789
2021;10;Österreich;54454062;12560336;41893726;1517667
2021;1;Burgenland;2146251;234885;1911366;59817
2021;2;Kärnten;2004843;318819;1686024;55876
2021;3;Niederösterreich;11017403;1987333;9030070;307062
2021;4;Oberösterreich;8364849;751415;7613434;233133
2021;5;Salzburg;3243318;409725;2833593;90393
2021;6;Steiermark;7229806;770916;6458890;201499
2021;7;Tirol;4959296;991365;3967931;138219
2021;8;Vorarlberg;3409273;265488;3143785;95018
2021;9;Wien;12429991;6901709;5528282;346431
2021;10;Österreich;54805030;12631655;42173375;1527449
2021;1;Burgenland;2155121;235023;1920098;60064
2021;2;Kärnten;2005306;319282;1686024;55889
2021;3;Niederösterreich;11067509;1989629;9077880;308458
2021;4;Oberösterreich;8409696;752165;7657531;234383
2021;5;Salzburg;3262409;410585;2851824;90925
2021;6;Steiermark;7293891;771642;6522249;203285
2021;7;Tirol;4964111;992145;3971966;138353
2021;8;Vorarlberg;3421341;265664;3155677;95355
2021;9;Wien;12516893;6958825;5558068;348853
2021;10;Österreich;55096277;12694960;42401317;1535566
2021;1;Burgenland;2160674;235316;1925358;60219
2021;2;Kärnten;2005566;319542;1686024;55896
2021;3;Niederösterreich;11138987;1993143;9145844;310450
2021;4;Oberösterreich;8464089;752616;7711473;235899
2021;5;Salzburg;3283950;411461;2872489;91526
2021;6;Steiermark;7342067;772364;6569703;204628
2021;7;Tirol;5066736;992840;4073896;141213
2021;8;Vorarlberg;3435819;265755;3170064;95758
2021;9;Wien;12601512;7014556;5586956;351212
2021;10;Österreich;55499400;12757593;42741807;1546801
2021;1;Burgenland;2166515;235628;1930887;60382
2021;2;Kärnten;2005704;319680;1686024;55900
2021;3;Niederösterreich;11200979;1996284;9204695;312178
2021;4;Oberösterreich;8515835;753295;7762540;237341
2021;5;Salzburg;3306333;412353;2893980;92149
2021;6;Steiermark;7389459;772916;6616543;205949
2021;7;Tirol;5073133;993638;4079495;141391
2021;8;Vorarlberg;3449291;265857;3183434;96134
2021;9;Wien;12698933;7084058;5614875;353927
2021;10;Österreich;55806182;12833709;42972473;1555351
2021;1;Burgenland;2192030;235866;1956164;61093
2021;2;Kärnten;2005838;319814;1686024;55904
2021;3;Niederösterreich;11272519;1999971;9272548;314172
2021;4;Oberösterreich;8592464;753643;7838821;239477
2021;5;Salzburg;3335947;412552;2923395;92975
2021;6;Steiermark;7464225;773219;6691006;208032
2021;7;Tirol;5083147;994120;4089027;141670
2021;8;Vorarlberg;3470674;265944;3204730;96730
2021;9;Wien;12808039;7161043;5646996;356968
2021;10;Österreich;56224883;12916172;43308711;1567021
2021;1;Burgenland;2203993;236305;1967688;61427
2021;2;Kärnten;2005860;319836;1686024;55905
2021;3;Niederösterreich;11351880;2002541;9349339;316384
2021;4;Oberösterreich;8677150;753973;7923177;241837
2021;5;Salzburg;3369518;412641;2956877;93910
2021;6;Steiermark;7538743;773354;6765389;210109
2021;7;Tirol;5091156;994389;4096767;141894
2021;8;Vorarlberg;3489689;266018;3223671;97260
2021;9;Wien;12887825;7209068;5678757;359191
2021;10;Österreich;56615814;12968125;43647689;1577916
2021;1;Burgenland;2216063;236423;1979640;61763
2021;2;Kärnten;2005946;319922;1686024;55907
2021;3;Niederösterreich;11425791;2005202;9420589;318444
2021;4;Oberösterreich;8748457;754298;7994159;243825
2021;5;Salzburg;3393921;412799;2981122;94591
2021;6;Steiermark;7588389;773842;6814547;211493
2021;7;Tirol;5098875;994733;4104142;142109
2021;8;Vorarlberg;3503656;266059;3237597;97649
2021;9;Wien;12956818;7245493;5711325;361114
2021;10;Österreich;56937916;13008771;43929145;1586893
2021;1;Burgenland;2227078;236668;1990410;62070
2021;2;Kärnten;2026456;320152;1706304;56479
2021;3;Niederösterreich;11497689;2007836;9489853;320447
2021;4;Oberösterreich;8804234;754778;8049456;245379
2021;5;Salzburg;3423985;413394;3010591;95428
2021;6;Steiermark;7642510;774070;6868440;213001
2021;7;Tirol;5105827;995267;4110560;142302
2021;8;Vorarlberg;3518471;266124;3252347;98062
2021;9;Wien;13039047;7303311;5735736;363406
2021;10;Österreich;57285297;13071600;44213697;1596575
2021;1;Burgenland;2239293;236920;2002373;62410
2021;2;Kärnten;2027343;320348;1706995;56503
2021;3;Niederösterreich;11568680;2010400;9558280;322426
2021;4;Oberösterreich;8864096;755387;8108709;247048
2021;5;Salzburg;3448373;414222;3034151;96108
2021;6;Steiermark;7707500;775864;6931636;214813
2021;7;Tirol;5111796;995934;4115862;142469
2021;8;Vorarlberg;3532307;266210;3266097;98447
2021;9;Wien;13121897;7362422;5759475;365715
2021;10;Österreich;57621285;13137707;44483578;1605939
2021;1;Burgenland;2249689;237135;2012554;62700
2021;2;Kärnten;2027526;320531;1706995;56508
2021;3;Niederösterreich;11635393;2013841;9621552;324285
2021;4;Oberösterreich;8920037;755919;8164118;248607
2021;5;Salzburg;3472626;414955;3057671;96784
2021;6;Steiermark;7760470;776493;6983977;216289
2021;7;Tirol;5184975;996493;4188482;144508
2021;8;Vorarlberg;3547051;266266;3280785;98858
2021;9;Wien;13206040;7422786;5783254;368060
2021;10;Österreich;58003807;13204419;44799388;1616600
2021;1;Burgenland;2261862;237387;2024475;63039
2021;2;Kärnten;2027616;320621;1706995;56511
2021;3;Niederösterreich;11699461;2016826;9682635;326071
2021;4;Oberösterreich;8972783;756425;8216358;250077
2021;5;Salzburg;3496858;415810;3081048;97459
2021;6;Steiermark;7819271;777047;7042224;217928
2021;7;Tirol;5192544;997236;4195308;144719
2021;8;Vorarlberg;3561206;266362;3294844;99253
2021;9;Wien;13286436;7479627;5806809;370301
2021;10;Österreich;58318037;13267341;45050696;1625358
2021;1;Burgenland;2280028;237460;2042568;63546
2021;2;Kärnten;2027758;320763;1706995;56515
2021;3;Niederösterreich;11774404;2017489;9756915;328160
2021;4;Oberösterreich;9053410;757120;8296290;252324
2021;5;Salzburg;3530403;416314;3114089;98394
2021;6;Steiermark;7898719;777484;7121235;220142
2021;7;Tirol;5203048;997909;4205139;145012
2021;8;Vorarlberg;3584352;266535;3317817;99898
2021;9;Wien;13379811;7546244;5833567;372903
2021;10;Österreich;58731933;13337318;45394615;1636894
2021;1;Burgenland;2294319;237643;2056676;63944
2021;2;Kärnten;2027837;320842;1706995;56517
2021;3;Niederösterreich;11859932;2020314;9839618;330543
2021;4;Oberösterreich;9139090;757423;8381667;254712
2021;5;Salzburg;3565844;416430;3149414;99382
2021;6;Steiermark;7976126;777627;7198499;222299
2021;7;Tirol;5213119;998284;4214835;145293
2021;8;Vorarlberg;3605956;266596;3339360;100500
2021;9;Wien;13461676;7600119;5861557;375185
2021;10;Österreich;59143899;13395278;45748621;1648375
2021;1;Burgenland;2303797;237779;2066018;64208
2021;2;Kärnten;2027934;320939;1706995;56520
2021;3;Niederösterreich;11921741;2023332;9898409;332266
2021;4;Oberösterreich;9207415;757835;8449580;256616
2021;5;Salzburg;3589262;416589;3172673;100035
2021;6;Steiermark;8025027;778071;7246956;223662
2021;7;Tirol;5221869;998904;4222965;145537
2021;8;Vorarlberg;3621793;266636;3355157;100942
2021;9;Wien;13501183;7616472;5884711;376286
2021;10;Österreich;59420021;13416557;46003464;1656071
2021;1;Burgenland;2315231;237929;2077302;64527
2021;2;Kärnten;2028134;321139;1706995;56525
2021;3;Niederösterreich;11983442;2026280;9957162;333986
2021;4;Oberösterreich;9268564;758434;8510130;258320
2021;5;Salzburg;3631403;417375;3214028;101209
2021;6;Steiermark;8091563;779339;7312224;225517
2021;7;Tirol;5230166;999697;4230469;145768
2021;8;Vorarlberg;3639021;266697;3372324;101422
2021;9;Wien;13578972;7670876;5908096;378454
2021;10;Österreich;59766496;13477766;46288730;1665728
2021;1;Burgenland;2325669;238406;2087263;64818
2021;2;Kärnten;2028258;321263;1706995;56529
2021;3;Niederösterreich;12038291;2028591;10009700;335514
2021;4;Oberösterreich;9285055;759078;8525977;258780
2021;5;Salzburg;3654719;418233;3236486;101859
2021;6;Steiermark;8160815;780031;7380784;227447
2021;7;Tirol;5237486;1000687;4236799;145972
2021;8;Vorarlberg;3652329;266788;3385541;101793
2021;9;Wien;13665654;7736770;5928884;380870
2021;10;Österreich;60048276;13549847;46498429;1673581
2021;1;Burgenland;2335203;238679;2096524;65083
2021;2;Kärnten;2412999;321788;2091211;67252
2021;3;Niederösterreich;12099340;2031797;10067543;337216
2021;4;Oberösterreich;9386949;759649;8627300;261620
2021;5;Salzburg;3681659;419082;3262577;102610
2021;6;Steiermark;8216717;780724;7435993;229005
2021;7;Tirol;5277624;1001563;4276061;147090
2021;8;Vorarlberg;3667742;266871;3400871;102222
2021;9;Wien;13699486;7755339;5944147;381813
2021;10;Österreich;60777719;13575492;47202227;1693911
2021;1;Burgenland;2345173;238833;2106340;65361
2021;2;Kärnten;2413306;322095;2091211;67260
2021;3;Niederösterreich;12154232;2034859;10119373;338746
2021;4;Oberösterreich;9448210;760236;8687974;263327
2021;5;Salzburg;3708698;420085;3288613;103364
2021;6;Steiermark;8272861;781603;7491258;230570
2021;7;Tirol;5285321;1002424;4282897;147305
2021;8;Vorarlberg;3682921;266961;3415960;102645
2021;9;Wien;13809541;7843307;5966234;384880
2021;10;Österreich;61120263;13670403;47449860;1703458
2021;1;Burgenland;2362550;238865;2123685;65846
2021;2;Kärnten;2413435;322224;2091211;67264
2021;3;Niederösterreich;12231758;2037920;10193838;340906
2021;4;Oberösterreich;9535248;760937;8774311;265753
2021;5;Salzburg;3742475;420576;3321899;104305
2021;6;Steiermark;8349779;782031;7567748;232713
2021;7;Tirol;5296672;1003518;4293154;147621
2021;8;Vorarlberg;3703578;267087;3436491;103221
2021;9;Wien;13894039;7904335;5989704;387235
2021;10;Österreich;61529534;13737493;47792041;1714864
2021;1;Burgenland;2374580;239012;2135568;66181
2021;2;Kärnten;2413518;322307;2091211;67266
2021;3;Niederösterreich;12306195;2040908;10265287;342981
2021;4;Oberösterreich;9622001;761338;8860663;268171
2021;5;Salzburg;3775832;420935;3354897;105235
2021;6;Steiermark;8422590;782535;7640055;234743
2021;7;Tirol;5306414;1004294;4302120;147893
2021;8;Vorarlberg;3723417;267196;3456221;103774
2021;9;Wien;13953387;7942197;6011190;388889
2021;10;Österreich;61897934;13780722;48117212;1725132
2021;1;Burgenland;2386653;239217;2147436;66517
2021;2;Kärnten;2413708;322497;2091211;67271
2021;3;Niederösterreich;12358842;2043991;10314851;344448
2021;4;Oberösterreich;9685060;761991;8923069;269928
2021;5;Salzburg;3796349;421279;3375070;105806
2021;6;Steiermark;8464030;783299;7680731;235898
2021;7;Tirol;5314375;1005022;4309353;148115
2021;8;Vorarlberg;3736595;267277;3469318;104141
2021;9;Wien;14004832;7971622;6033210;390323
2021;10;Österreich;62160444;13816195;48344249;1732448
2021;1;Burgenland;2396215;239366;2156849;66784
2021;2;Kärnten;2543197;322736;2220461;70880
2021;3;Niederösterreich;12412216;2047121;10365095;345936
2021;4;Oberösterreich;9741255;762746;8978509;271495
2021;5;Salzburg;3835737;422454;3413283;106904
2021;6;Steiermark;8520301;785246;7735055;237466
2021;7;Tirol;5322924;1005963;4316961;148353
2021;8;Vorarlberg;3752942;267443;3485499;104597
2021;9;Wien;14082118;8030815;6051303;392477
2021;10;Österreich;62606905;13883890;48723015;1744891
2021;1;Burgenland;2405748;239691;2166057;67050
2021;2;Kärnten;2546656;323024;2223632;70977
2021;3;Niederösterreich;12461872;2049451;10412421;347320
2021;4;Oberösterreich;9796808;763542;9033266;273043
2021;5;Salzburg;3861348;423395;3437953;107618
2021;6;Steiermark;8591433;786181;7805252;239448
2021;7;Tirol;5330439;1007018;4323421;148562
2021;8;Vorarlberg;3767898;267443;3500455;105014
2021;9;Wien;14159277;8093123;6066154;394627
2021;10;Österreich;62921479;13952868;48968611;1753659
2021;1;Burgenland;2414825;239738;2175087;67303
2021;2;Kärnten;2547004;323372;2223632;70987
2021;3;Niederösterreich;12521663;2053007;10468656;348986
2021;4;Oberösterreich;9862860;764184;9098676;274884
2021;5;Salzburg;3892072;424560;3467512;108474
2021;6;Steiermark;8648183;787097;7861086;241030
2021;7;Tirol;5358989;1008007;4350982;149358
2021;8;Vorarlberg;3785106;267791;3517315;105493
2021;9;Wien;14227187;8145617;6081570;396520
2021;10;Österreich;63257889;14013373;49244516;1763035
2021;1;Burgenland;2424732;240061;2184671;67579
2021;2;Kärnten;2547361;323729;2223632;70996
2021;3;Niederösterreich;12572713;2056124;10516589;350409
2021;4;Oberösterreich;9926548;764946;9161602;276659
2021;5;Salzburg;3920707;425123;3495584;109272
2021;6;Steiermark;8704450;792284;7912166;242598
2021;7;Tirol;5367306;1009676;4357630;149590
2021;8;Vorarlberg;3802538;268107;3534431;105979
2021;9;Wien;14305095;8207866;6097229;398691
2021;10;Österreich;63571450;14087916;49483534;1771774
2021;1;Burgenland;2438110;240126;2197984;67952
2021;2;Kärnten;2547572;323940;2223632;71002
2021;3;Niederösterreich;12647340;2059253;10588087;352489
2021;4;Oberösterreich;10010539;765655;9244884;279000
2021;5;Salzburg;3956618;425366;3531252;110273
2021;6;Steiermark;8776396;792618;7983778;244603
2021;7;Tirol;5378780;1011688;4367092;149910
2021;8;Vorarlberg;3824126;268338;3555788;106581
2021;9;Wien;14391665;8276911;6114754;401104
2021;10;Österreich;63971146;14163895;49807251;1782914
2021;1;Burgenland;2448989;240273;2208716;68255
2021;2;Kärnten;2547723;324091;2223632;71007
2021;3;Niederösterreich;12720721;2062352;10658369;354534
2021;4;Oberösterreich;10094478;766225;9328253;281339
2021;5;Salzburg;3993181;427064;3566117;111292
2021;6;Steiermark;8848634;792881;8055753;246617
2021;7;Tirol;5389026;1013502;4375524;150195
2021;8;Vorarlberg;3842369;268493;3573876;107089
2021;9;Wien;14452112;8319467;6132645;402789
2021;10;Österreich;64337233;14214348;50122885;1793117
2021;1;Burgenland;2457961;240584;2217377;68505
2021;2;Kärnten;2547930;324298;2223632;71012
2021;3;Niederösterreich;12771312;2069699;10701613;355944
2021;4;Oberösterreich;10159709;766900;9392809;283157
2021;5;Salzburg;4018368;427453;3590915;111994
2021;6;Steiermark;8894333;793660;8100673;247890
2021;7;Tirol;5396948;1014880;4382068;150416
2021;8;Vorarlberg;3854991;268686;3586305;107441
2021;9;Wien;14500388;8348769;6151619;404134
2021;10;Österreich;64601940;14254929;50347011;1800494
2021;1;Burgenland;2467595;240724;2226871;68773
2021;2;Kärnten;2597223;324530;2272693;72386
2021;3;Niederösterreich;12815697;2072222;10743475;357181
2021;4;Oberösterreich;10218447;767517;9450930;284794
2021;5;Salzburg;4056730;430467;3626263;113063
2021;6;Steiermark;8955580;796133;8159447;249597
2021;7;Tirol;5405676;1016184;4389492;150659
2021;8;Vorarlberg;3869090;268888;3600202;107834
2021;9;Wien;14569778;8403414;6166364;406068
2021;10;Österreich;64955816;14320079;50635737;1810357
2021;1;Burgenland;2480014;240965;2239049;69119
2021;2;Kärnten;2737296;324908;2412388;76290
2021;3;Niederösterreich;12863500;2075071;10788429;358513
2021;4;Oberösterreich;10274309;773644;9500665;286351
2021;5;Salzburg;4083847;432502;3651345;113819
2021;6;Steiermark;9016091;798187;8217904;251284
2021;7;Tirol;5412261;1017705;4394556;150843
2021;8;Vorarlberg;3882551;269054;3613497;108209
2021;9;Wien;14631891;8453689;6178202;407799
2021;10;Österreich;65381760;14385725;50996035;1822228
2021;1;Burgenland;2489193;241171;2248022;69375
2021;2;Kärnten;2739212;325270;2413942;76343
2021;3;Niederösterreich;12918881;2078038;10840843;360057
2021;4;Oberösterreich;10335971;774968;9561003;288070
2021;5;Salzburg;4116569;434516;3682053;114731
2021;6;Steiermark;9066752;798803;8267949;252696
2021;7;Tirol;5464071;1019261;4444810;152287
2021;8;Vorarlberg;3896921;269234;3627687;108609
2021;9;Wien;14697491;8507227;6190264;409628
2021;10;Österreich;65725061;14448488;51276573;1831796
2021;1;Burgenland;2498228;241374;2256854;69627
2021;2;Kärnten;2882705;325542;2557163;80343
2021;3;Niederösterreich;12975494;2081075;10894419;361635
2021;4;Oberösterreich;10398995;776586;9622409;289826
2021;5;Salzburg;4149240;437214;3712026;115642
2021;6;Steiermark;9117514;799207;8318307;254110
2021;7;Tirol;5487533;1021560;4465973;152941
2021;8;Vorarlberg;3913604;269403;3644201;109074
2021;9;Wien;14776429;8573421;6203008;411828
2021;10;Österreich;66199742;14525382;51674360;1845026
2021;1;Burgenland;2514970;241474;2273496;70094
2021;2;Kärnten;2895191;325795;2569396;80691
2021;3;Niederösterreich;13033212;2084344;10948868;363243
2021;4;Oberösterreich;10478249;778884;9699365;292035
2021;5;Salzburg;4185256;437214;3748042;116646
2021;6;Steiermark;9183605;799753;8383852;255952
2021;7;Tirol;5498561;1024131;4474430;153248
2021;8;Vorarlberg;3932134;269687;3662447;109591
2021;9;Wien;14846127;8628851;6217276;413770
2021;10;Österreich;66567305;14590133;51977172;1855270
2021;1;Burgenland;2525316;241713;2283603;70382
2021;2;Kärnten;2902519;326002;2576517;80895
2021;3;Niederösterreich;13095992;2087571;11008421;364993
2021;4;Oberösterreich;10554777;779348;9775429;294168
2021;5;Salzburg;4225881;442509;3783372;117778
2021;6;Steiermark;9248191;800224;8447967;257753
2021;7;Tirol;5508932;1025646;4483286;153537
2021;8;Vorarlberg;3949440;269939;3679501;110073
2021;9;Wien;14905695;8674551;6231144;415431
2021;10;Österreich;66916743;14647503;52269240;1865009
2021;1;Burgenland;2532986;241921;2291065;70596
2021;2;Kärnten;2902915;326398;2576517;80906
2021;3;Niederösterreich;13179751;2090816;11088935;367327
2021;4;Oberösterreich;10619481;782316;9837165;295971
2021;5;Salzburg;4250646;443598;3807048;118468
2021;6;Steiermark;9284259;800657;8483602;258758
2021;7;Tirol;5518936;1026954;4491982;153816
2021;8;Vorarlberg;3961420;270081;3691339;110407
2021;9;Wien;14951518;8704412;6247106;416708
2021;10;Österreich;67201912;14687153;52514759;1872957
2021;1;Burgenland;2543153;242126;2301027;70879
2021;2;Kärnten;2907120;326780;2580340;81023
2021;3;Niederösterreich;13235495;2093883;11141612;368881
2021;4;Oberösterreich;10685155;783243;9901912;297802
2021;5;Salzburg;4288787;445259;3843528;119531
2021;6;Steiermark;9338471;801324;8537147;260269
2021;7;Tirol;5528382;1028205;4500177;154079
2021;8;Vorarlberg;3976846;270252;3706594;110837
2021;9;Wien;14985021;8725260;6259761;417641
2021;10;Österreich;67488430;14716332;52772098;1880942
2021;1;Burgenland;2550682;242270;2308412;71089
2021;2;Kärnten;2908932;327062;2581870;81074
2021;3;Niederösterreich;13284346;2097066;11187280;370243
2021;4;Oberösterreich;10740863;784913;9955950;299354
2021;5;Salzburg;4317832;447376;3870456;120341
2021;6;Steiermark;9395109;801870;8593239;261847
2021;7;Tirol;5537315;1030089;4507226;154328
2021;8;Vorarlberg;3990600;270545;3720055;111220
2021;9;Wien;15045879;8774825;6271054;419338
2021;10;Österreich;67771558;14776016;52995542;1888833
