Datum;BundeslandID;Name;Testungen;TestungenPCR;TestungenAntigen;Fälle
2022;7;Tirol;8254049;2658625;5595424;230045
2022;8;Vorarlberg;6340925;1042138;5298787;176725
2022;9;Wien;44973659;37661474;7312185;1253442
2022;10;Österreich;145771011;61459396;84311615;4062724
2022;1;Burgenland;4226485;996739;3229746;117795
2022;2;Kärnten;6026479;1141907;4884572;167962
2022;3;Niederösterreich;27083740;7392037;19691703;754840
2022;4;Oberösterreich;21271164;4463187;16807977;592840
2022;5;Salzburg;9622065;2287431;7334634;268173
2022;6;Steiermark;18181604;3962810;14218794;506732
2022;7;Tirol;8282027;2684882;5597145;230825
2022;8;Vorarlberg;6356482;1053132;5303350;177159
2022;9;Wien;45266877;37951022;7315855;1261615
2022;10;Österreich;146316923;61933147;84383776;4077939
2022;1;Burgenland;4249354;1012062;3237292;118432
2022;2;Kärnten;6031510;1146938;4884572;168102
2022;3;Niederösterreich;27120223;7424387;19695836;755857
2022;4;Oberösterreich;21320052;4504238;16815814;594202
2022;5;Salzburg;9640905;2303929;7336976;268698
2022;6;Steiermark;18247532;4018550;14228982;508569
2022;7;Tirol;8308570;2709678;5598892;231565
2022;8;Vorarlberg;6368730;1063074;5305656;177500
2022;9;Wien;45522433;38203317;7319116;1268737
2022;10;Österreich;146809309;62386173;84423136;4091662
2022;1;Burgenland;4263560;1022968;3240592;118828
2022;2;Kärnten;6039963;1155122;4884841;168337
2022;3;Niederösterreich;27284108;7583636;19700472;760424
2022;4;Oberösterreich;21376778;4545819;16830959;595783
2022;5;Salzburg;9656365;2318291;7338074;269129
2022;6;Steiermark;18288792;4052529;14236263;509719
2022;7;Tirol;8328886;2726883;5602003;232131
2022;8;Vorarlberg;6381253;1072615;5308638;177849
2022;9;Wien;45606732;38283527;7323205;1271087
2022;10;Österreich;147226437;62761390;84465047;4103288
2022;1;Burgenland;4281132;1032426;3248706;119318
2022;2;Kärnten;6053524;1159557;4893967;168715
2022;3;Niederösterreich;27395519;7645958;19749561;763529
2022;4;Oberösterreich;21440587;4586665;16853922;597562
2022;5;Salzburg;9679861;2329437;7350424;269783
2022;6;Steiermark;18339150;4085909;14253241;511123
2022;7;Tirol;8361580;2757242;5604338;233042
2022;8;Vorarlberg;6396114;1081222;5314892;178263
2022;9;Wien;45904905;38577669;7327236;1279397
2022;10;Österreich;147852372;63256085;84596287;4120733
2022;1;Burgenland;4296308;1041286;3255022;119741
2022;2;Kärnten;6069048;1171098;4897950;169148
2022;3;Niederösterreich;27636658;7697188;19939470;770250
2022;4;Oberösterreich;21534732;4630592;16904140;600186
2022;5;Salzburg;9705982;2351928;7354054;270511
2022;6;Steiermark;18421111;4122434;14298677;513407
2022;7;Tirol;8396341;2781178;5615163;234011
2022;8;Vorarlberg;6412604;1092815;5319789;178723
2022;9;Wien;46137789;38807577;7330212;1285887
2022;10;Österreich;148610573;63696096;84914477;4141864
2022;1;Burgenland;4314837;1053639;3261198;120257
2022;2;Kärnten;6081167;1183217;4897950;169486
2022;3;Niederösterreich;27992914;7747239;20245675;780179
2022;4;Oberösterreich;21584338;4664045;16920293;601568
2022;5;Salzburg;9726344;2369093;7357251;271079
2022;6;Steiermark;18473481;4162110;14311371;514867
2022;7;Tirol;8423259;2805955;5617304;234761
2022;8;Vorarlberg;6428631;1104117;5324514;179170
2022;9;Wien;46414303;39081007;7333296;1293594
2022;10;Österreich;149439274;64170422;85268852;4164961
2022;1;Burgenland;4332440;1065278;3267162;120748
2022;2;Kärnten;6088079;1187566;4900513;169678
2022;3;Niederösterreich;28028714;7773667;20255047;781177
2022;4;Oberösterreich;21641085;4705800;16935285;603150
2022;5;Salzburg;9746241;2385906;7360335;271633
2022;6;Steiermark;18523089;4201071;14322018;516249
2022;7;Tirol;8447457;2828257;5619200;235436
2022;8;Vorarlberg;6443443;1114174;5329269;179583
2022;9;Wien;46618103;39281905;7336198;1299274
2022;10;Österreich;149868651;64543624;85325027;4176928
2022;1;Burgenland;4360787;1075890;3284897;121538
2022;2;Kärnten;6105871;1199898;4905973;170174
2022;3;Niederösterreich;28334496;7978361;20356135;789699
2022;4;Oberösterreich;21682930;4734581;16948349;604316
2022;5;Salzburg;9762908;2399482;7363426;272098
2022;6;Steiermark;18568099;4234401;14333698;517504
2022;7;Tirol;8471990;2851239;5620751;236119
2022;8;Vorarlberg;6456546;1123261;5333285;179948
2022;9;Wien;46806825;39467846;7338979;1304534
2022;10;Österreich;150550452;65064959;85485493;4195930
2022;1;Burgenland;4371256;1086050;3285206;121829
2022;2;Kärnten;6111340;1205367;4905973;170327
2022;3;Niederösterreich;28372956;8012694;20360262;790771
2022;4;Oberösterreich;21742383;4783729;16958654;605973
2022;5;Salzburg;9780502;2414578;7365924;272588
2022;6;Steiermark;18606504;4263306;14343198;518574
2022;7;Tirol;8493817;2871554;5622263;236728
2022;8;Vorarlberg;6467281;1131683;5335598;180247
2022;9;Wien;46973605;39631773;7341832;1309182
2022;10;Österreich;150919644;65400734;85518910;4206220
2022;1;Burgenland;4383728;1093737;3289991;122177
2022;2;Kärnten;6117399;1211426;4905973;170496
2022;3;Niederösterreich;28415840;8050250;20365590;791966
2022;4;Oberösterreich;21792488;4820246;16972242;607369
2022;5;Salzburg;9792631;2425764;7366867;272926
2022;6;Steiermark;18643448;4293236;14350212;519604
2022;7;Tirol;8510625;2885669;5624956;237196
2022;8;Vorarlberg;6478553;1140369;5338184;180561
2022;9;Wien;47036495;39690555;7345940;1310935
2022;10;Österreich;151171207;65611252;85559955;4213231
2022;1;Burgenland;4392458;1101719;3290739;122420
2022;2;Kärnten;6126968;1214139;4912829;170762
2022;3;Niederösterreich;28509940;8101870;20408070;794589
2022;4;Oberösterreich;21884307;4854232;17030075;609929
2022;5;Salzburg;9816053;2436899;7379154;273579
2022;6;Steiermark;18683620;4318686;14364934;520724
2022;7;Tirol;8538525;2911444;5627081;237974
2022;8;Vorarlberg;6490949;1147619;5343330;180907
2022;9;Wien;47438236;40089704;7348532;1322132
2022;10;Österreich;151881056;66176312;85704744;4233015
2022;1;Burgenland;4411788;1109947;3301841;122959
2022;2;Kärnten;6140791;1226204;4914587;171147
2022;3;Niederösterreich;28803482;8288740;20514742;802770
2022;4;Oberösterreich;21946608;4893025;17053583;611665
2022;5;Salzburg;9835024;2452543;7382481;274108
2022;6;Steiermark;18769513;4361341;14408172;523117
2022;7;Tirol;8568222;2931235;5636987;238801
2022;8;Vorarlberg;6502109;1154716;5347393;181218
2022;9;Wien;47845622;40495550;7350072;1333486
2022;10;Österreich;152823159;66913301;85909858;4259272
2022;1;Burgenland;4425694;1119151;3306543;123347
2022;2;Kärnten;6147610;1228435;4919175;171338
2022;3;Niederösterreich;29058471;8340482;20717989;809877
2022;4;Oberösterreich;22022761;4926275;17096486;613787
2022;5;Salzburg;9853473;2467919;7385554;274622
2022;6;Steiermark;18809929;4391136;14418793;524244
2022;7;Tirol;8590704;2951977;5638727;239428
2022;8;Vorarlberg;6516524;1164888;5351636;181619
2022;9;Wien;48144858;40792588;7352270;1341826
2022;10;Österreich;153570024;67382851;86187173;4280087
2022;1;Burgenland;4440126;1128168;3311958;123749
2022;2;Kärnten;6154764;1235589;4919175;171537
2022;3;Niederösterreich;29097240;8370864;20726376;810957
2022;4;Oberösterreich;22074982;4964928;17110054;615243
2022;5;Salzburg;9869694;2481333;7388361;275074
2022;6;Steiermark;18846722;4416984;14429738;525269
2022;7;Tirol;8611340;2970733;5640607;240003
2022;8;Vorarlberg;6530689;1174328;5356361;182014
2022;9;Wien;48436267;41082250;7354017;1349947
2022;10;Österreich;154061824;67825177;86236647;4293794
2022;1;Burgenland;4451110;1134979;3316131;124055
2022;2;Kärnten;6170548;1245280;4925268;171977
2022;3;Niederösterreich;29441149;8705345;20735804;820542
2022;4;Oberösterreich;22121255;4997945;17123310;616532
2022;5;Salzburg;9885774;2494318;7391456;275522
2022;6;Steiermark;18890760;4449992;14440768;526497
2022;7;Tirol;8633049;2990919;5642130;240608
2022;8;Vorarlberg;6542080;1182013;5360067;182332
2022;9;Wien;48637415;41281683;7355732;1355553
2022;10;Österreich;154773140;68482474;86290666;4313619
2022;1;Burgenland;4465389;1146813;3318576;124453
2022;2;Kärnten;6174146;1248878;4925268;172077
2022;3;Niederösterreich;29479278;8739047;20740231;821605
2022;4;Oberösterreich;22172066;5031828;17140238;617949
2022;5;Salzburg;9902331;2506846;7395485;275984
2022;6;Steiermark;18930185;4477423;14452762;527595
2022;7;Tirol;8653804;3009695;5644109;241187
2022;8;Vorarlberg;6552488;1188819;5363669;182622
2022;9;Wien;48811516;41454064;7357452;1360406
2022;10;Österreich;155141203;68803413;86337790;4323877
2022;1;Burgenland;4478643;1156966;3321677;124822
2022;2;Kärnten;6179765;1254497;4925268;172234
2022;3;Niederösterreich;29519143;8774605;20744538;822716
2022;4;Oberösterreich;22219606;5061525;17158081;619274
2022;5;Salzburg;9914364;2516960;7397404;276319
2022;6;Steiermark;18957944;4499008;14458936;528369
2022;7;Tirol;8669354;3022529;5646825;241620
2022;8;Vorarlberg;6563320;1196192;5367128;182924
2022;9;Wien;48862022;41502098;7359924;1361813
2022;10;Österreich;155364161;68984380;86379781;4330091
2022;1;Burgenland;4493322;1163405;3329917;125232
2022;2;Kärnten;6189837;1257353;4932484;172514
2022;3;Niederösterreich;29568773;8811785;20756988;824099
2022;4;Oberösterreich;22277309;5095123;17182186;620882
2022;5;Salzburg;9934841;2527134;7407707;276890
2022;6;Steiermark;18995438;4517922;14477516;529414
2022;7;Tirol;8703762;3046172;5657590;242579
2022;8;Vorarlberg;6575575;1202878;5372697;183265
2022;9;Wien;49164993;41800447;7364546;1370257
2022;10;Österreich;155903850;69422219;86481631;4345132
2022;1;Burgenland;4505513;1169700;3335813;125571
2022;2;Kärnten;6201476;1266026;4935450;172839
2022;3;Niederösterreich;29624669;8848302;20776367;825657
2022;4;Oberösterreich;22328154;5123594;17204560;622299
2022;5;Salzburg;9955322;2544148;7411174;277461
2022;6;Steiermark;19082164;4558058;14524106;531831
2022;7;Tirol;8722709;3063401;5659308;243107
2022;8;Vorarlberg;6587642;1210365;5377277;183601
2022;9;Wien;49461150;42092710;7368440;1378511
2022;10;Österreich;156468799;69876304;86592495;4360878
2022;1;Burgenland;4524044;1182390;3341654;126088
2022;2;Kärnten;6210362;1272745;4937617;173086
2022;3;Niederösterreich;30033749;8893291;21140458;837058
2022;4;Oberösterreich;22411222;5158539;17252683;624614
2022;5;Salzburg;9972851;2558224;7414627;277949
2022;6;Steiermark;19121170;4584150;14537020;532918
2022;7;Tirol;8738459;3077363;5661096;243546
2022;8;Vorarlberg;6599847;1217786;5382061;183942
2022;9;Wien;49743194;42370752;7372442;1386372
2022;10;Österreich;157354898;70315240;87039658;4385574
2022;1;Burgenland;4538683;1191454;3347229;126496
2022;2;Kärnten;6215373;1277756;4937617;173226
2022;3;Niederösterreich;30154990;8921663;21233327;840437
2022;4;Oberösterreich;22462965;5192423;17270542;626056
2022;5;Salzburg;9988376;2570247;7418129;278382
2022;6;Steiermark;19156542;4607591;14548951;533904
2022;7;Tirol;8761383;3098472;5662911;244185
2022;8;Vorarlberg;6610872;1224362;5386510;184249
2022;9;Wien;49992345;42616019;7376326;1393316
2022;10;Österreich;157881529;70699987;87181542;4400251
2022;1;Burgenland;4566674;1202570;3364104;127276
2022;2;Kärnten;6223205;1285588;4937617;173444
2022;3;Niederösterreich;30478452;9235845;21242607;849452
2022;4;Oberösterreich;22503719;5215713;17288006;627192
2022;5;Salzburg;10003954;2582155;7421799;278816
2022;6;Steiermark;19199244;4637289;14561955;535094
2022;7;Tirol;8781334;3116756;5664578;244741
2022;8;Vorarlberg;6621649;1230877;5390772;184549
2022;9;Wien;50220579;42840549;7380030;1399677
2022;10;Österreich;158598810;71347342;87251468;4420242
2022;1;Burgenland;4579061;1212867;3366194;127621
2022;2;Kärnten;6233316;1290645;4942671;173726
2022;3;Niederösterreich;30516723;9269908;21246815;850519
2022;4;Oberösterreich;22549788;5245770;17304018;628476
2022;5;Salzburg;10018323;2593090;7425233;279217
2022;6;Steiermark;19233401;4659086;14574315;536046
2022;7;Tirol;8800447;3133990;5666457;245274
2022;8;Vorarlberg;6631505;1237349;5394156;184824
2022;9;Wien;50379094;42995290;7383804;1404095
2022;10;Österreich;158941658;71637995;87303663;4429798
2022;1;Burgenland;4589308;1220520;3368788;127907
2022;2;Kärnten;6235639;1292968;4942671;173791
2022;3;Niederösterreich;30552381;9301809;21250572;851513
2022;4;Oberösterreich;22600374;5277990;17322384;629886
2022;5;Salzburg;10030012;2602769;7427243;279542
2022;6;Steiermark;19260366;4676034;14584332;536798
2022;7;Tirol;8814459;3145460;5668999;245664
2022;8;Vorarlberg;6641146;1243571;5397575;185093
2022;9;Wien;50427856;43039544;7388312;1405454
2022;10;Österreich;159151541;71800665;87350876;4435647
2022;1;Burgenland;4600528;1226109;3374419;128219
2022;2;Kärnten;6238720;1296008;4942712;173877
2022;3;Niederösterreich;30607107;9346023;21261084;853038
2022;4;Oberösterreich;22656619;5310834;17345785;631453
2022;5;Salzburg;10052104;2614763;7437341;280158
2022;6;Steiermark;19305566;4706942;14598624;538058
2022;7;Tirol;8838461;3167407;5671054;246333
2022;8;Vorarlberg;6652575;1249722;5402853;185411
2022;9;Wien;50704949;43313990;7390959;1413177
2022;10;Österreich;159656629;72231798;87424831;4449724
2022;1;Burgenland;4611592;1232813;3378779;128528
2022;2;Kärnten;6245590;1302878;4942712;174068
2022;3;Niederösterreich;30961004;9492058;21468946;862901
2022;4;Oberösterreich;22697776;5333083;17364693;632600
2022;5;Salzburg;10070098;2629076;7441022;280660
2022;6;Steiermark;19345418;4735325;14610093;539168
2022;7;Tirol;8864497;3184382;5680115;247059
2022;8;Vorarlberg;6664855;1257520;5407335;185753
2022;9;Wien;51042999;43650051;7392948;1422598
2022;10;Österreich;160503829;72817186;87686643;4473336
2022;1;Burgenland;4626761;1244164;3382597;128951
2022;2;Kärnten;6264602;1310323;4954279;174598
2022;3;Niederösterreich;31303849;9529795;21774054;872457
2022;4;Oberösterreich;22767886;5360840;17407046;634554
2022;5;Salzburg;10085786;2641455;7444331;281097
2022;6;Steiermark;19409586;4758962;14650624;540957
2022;7;Tirol;8885261;3203357;5681904;247637
2022;8;Vorarlberg;6676232;1264653;5411579;186071
2022;9;Wien;51285162;43890184;7394978;1429348
2022;10;Österreich;161305125;73203733;88101392;4495669
2022;1;Burgenland;4639604;1253166;3386438;129309
2022;2;Kärnten;6277919;1314010;4963909;174969
2022;3;Niederösterreich;31336870;9555790;21781080;873377
2022;4;Oberösterreich;22815447;5393001;17422446;635880
2022;5;Salzburg;10102022;2654185;7447837;281549
2022;6;Steiermark;19444275;4782702;14661573;541923
2022;7;Tirol;8903384;3219728;5683656;248143
2022;8;Vorarlberg;6686897;1270996;5415901;186368
2022;9;Wien;51315931;43919550;7396381;1430205
2022;10;Österreich;161522349;73363128;88159221;4501723
2022;1;Burgenland;4654466;1262876;3391590;129723
2022;2;Kärnten;6285287;1320569;4964718;175175
2022;3;Niederösterreich;31639551;9850672;21788879;881813
2022;4;Oberösterreich;22856087;5418431;17437656;637013
2022;5;Salzburg;10116557;2665150;7451407;281954
2022;6;Steiermark;19477458;4804235;14673223;542848
2022;7;Tirol;8921682;3236583;5685099;248653
2022;8;Vorarlberg;6697538;1277627;5419911;186664
2022;9;Wien;51699358;44300051;7399307;1440892
2022;10;Österreich;162347984;74136194;88211790;4524734
2022;1;Burgenland;4668546;1272513;3396033;130115
2022;2;Kärnten;6289437;1324719;4964718;175290
2022;3;Niederösterreich;31674025;9879696;21794329;882774
2022;4;Oberösterreich;22887087;5441771;17445316;637877
2022;5;Salzburg;10128343;2675115;7453228;282283
2022;6;Steiermark;19509297;4828842;14680455;543736
2022;7;Tirol;8937273;3251090;5686183;249087
2022;8;Vorarlberg;6705125;1283498;5421627;186876
2022;9;Wien;51856896;44455269;7401627;1445282
2022;10;Österreich;162656029;74412513;88243516;4533319
2022;1;Burgenland;4679338;1281003;3398335;130416
2022;2;Kärnten;6292674;1327595;4965079;175381
2022;3;Niederösterreich;31712357;9912895;21799462;883842
2022;4;Oberösterreich;22918100;5463659;17454441;638741
2022;5;Salzburg;10137803;2684007;7453796;282547
2022;6;Steiermark;19532189;4846444;14685745;544374
2022;7;Tirol;8948601;3260675;5687926;249403
2022;8;Vorarlberg;6713396;1289983;5423413;187106
2022;9;Wien;51902717;44498279;7404438;1446559
2022;10;Österreich;162837175;74564540;88272635;4538368
2022;1;Burgenland;4695828;1286908;3408920;130875
2022;2;Kärnten;6304144;1331356;4972788;175700
2022;3;Niederösterreich;31781251;9946393;21834858;885762
2022;4;Oberösterreich;22964919;5496147;17468772;640046
2022;5;Salzburg;10154622;2693495;7461127;283015
2022;6;Steiermark;19562982;4868797;14694185;545232
2022;7;Tirol;8972263;3282901;5689362;250062
2022;8;Vorarlberg;6723977;1297097;5426880;187401
2022;9;Wien;52304630;44897229;7407401;1457761
2022;10;Österreich;163464616;75100323;88364293;4555855
2022;1;Burgenland;4706724;1294595;3412129;131179
2022;2;Kärnten;6311359;1337718;4973641;175901
2022;3;Niederösterreich;31885412;9973833;21911579;888665
2022;4;Oberösterreich;23002676;5521866;17480810;641098
2022;5;Salzburg;10167924;2704964;7462960;283386
2022;6;Steiermark;19629565;4898209;14731356;547088
2022;7;Tirol;8989988;3299393;5690595;250556
2022;8;Vorarlberg;6734870;1304749;5430121;187705
2022;9;Wien;52645283;45235318;7409965;1467255
2022;10;Österreich;164073801;75570645;88503156;4572834
2022;1;Burgenland;4720958;1305786;3415172;131576
2022;2;Kärnten;6321600;1343527;4978073;176187
2022;3;Niederösterreich;32207075;10011120;22195955;897630
2022;4;Oberösterreich;23056771;5542917;17513854;642606
2022;5;Salzburg;10180681;2715811;7464870;283742
2022;6;Steiermark;19662740;4922632;14740108;548012
2022;7;Tirol;9009009;3317149;5691860;251086
2022;8;Vorarlberg;6743669;1310729;5432940;187950
2022;9;Wien;52974412;45562270;7412142;1476428
2022;10;Österreich;164876915;76031941;88844974;4595217
2022;1;Burgenland;4732903;1314580;3418323;131909
2022;2;Kärnten;6326357;1348284;4978073;176319
2022;3;Niederösterreich;32238864;10035465;22203399;898516
2022;4;Oberösterreich;23090450;5568741;17521709;643544
2022;5;Salzburg;10195415;2728915;7466500;284152
2022;6;Steiermark;19697947;4948451;14749496;548993
2022;7;Tirol;9025508;3332543;5692965;251546
2022;8;Vorarlberg;6755308;1319756;5435552;188274
2022;9;Wien;53284695;45870289;7414406;1485076
2022;10;Österreich;165347447;76467024;88880423;4608331
2022;1;Burgenland;4760814;1326037;3434777;132687
2022;2;Kärnten;6331997;1353924;4978073;176476
2022;3;Niederösterreich;32514929;10302915;22212014;906210
2022;4;Oberösterreich;23125285;5596212;17529073;644515
2022;5;Salzburg;10207263;2739026;7468237;284482
2022;6;Steiermark;19730085;4971389;14758696;549889
2022;7;Tirol;9043292;3349273;5694019;252042
2022;8;Vorarlberg;6765351;1327342;5438009;188554
2022;9;Wien;53532619;46116418;7416201;1491986
2022;10;Österreich;166011635;77082536;88929099;4626842
2022;1;Burgenland;4769933;1333938;3435995;132941
2022;2;Kärnten;6335180;1357107;4978073;176565
2022;3;Niederösterreich;32552933;10337866;22215067;907269
2022;4;Oberösterreich;23152452;5617758;17534694;645272
2022;5;Salzburg;10218955;2749305;7469650;284808
2022;6;Steiermark;19756262;4990498;14765764;550619
2022;7;Tirol;9059300;3364213;5695087;252488
2022;8;Vorarlberg;6773498;1333958;5439540;188781
2022;9;Wien;53759794;46341932;7417862;1498317
2022;10;Österreich;166378307;77426575;88951732;4637062
2022;1;Burgenland;4780115;1342037;3438078;133225
2022;2;Kärnten;6342402;1360107;4982295;176766
2022;3;Niederösterreich;32582449;10364824;22217625;908092
2022;4;Oberösterreich;23185145;5642320;17542825;646184
2022;5;Salzburg;10226785;2756671;7470114;285027
2022;6;Steiermark;19782498;5011481;14771017;551350
2022;7;Tirol;9071965;3375196;5696769;252841
2022;8;Vorarlberg;6782493;1341234;5441259;189032
2022;9;Wien;53969738;46549455;7420283;1504168
2022;10;Österreich;166723590;77743325;88980265;4646685
2022;1;Burgenland;4793429;1351587;3441842;133596
2022;2;Kärnten;6356459;1363512;4992947;177158
2022;3;Niederösterreich;32643128;10396538;22246590;909783
2022;4;Oberösterreich;23219191;5665765;17553426;647133
2022;5;Salzburg;10262711;2764612;7498099;286028
2022;6;Steiermark;19812777;5030960;14781817;552194
2022;7;Tirol;9106530;3395001;5711529;253804
2022;8;Vorarlberg;6793974;1349634;5444340;189352
2022;9;Wien;54280070;46857246;7422824;1512818
2022;10;Österreich;167268269;78174855;89093414;4661865
2022;1;Burgenland;4801960;1357168;3444792;133833
2022;2;Kärnten;6362424;1369264;4993160;177325
2022;3;Niederösterreich;33210108;10682947;22527161;925585
2022;4;Oberösterreich;23252699;5689704;17562995;648066
2022;5;Salzburg;10279156;2779312;7499844;286486
2022;6;Steiermark;19868149;5052260;14815889;553737
2022;7;Tirol;9124558;3411971;5712587;254307
2022;8;Vorarlberg;6806748;1359862;5446886;189708
2022;9;Wien;54619617;47194768;7424849;1522281
2022;10;Österreich;168325419;78897256;89428163;4691329
2022;1;Burgenland;4815693;1367788;3447905;134216
2022;2;Kärnten;6370886;1374432;4996454;177560
2022;3;Niederösterreich;33521861;10720383;22801478;934274
2022;4;Oberösterreich;23278596;5709492;17569104;648788
2022;5;Salzburg;10293005;2791529;7501476;286872
2022;6;Steiermark;19912776;5089115;14823661;554981
2022;7;Tirol;9142175;3428439;5713736;254798
2022;8;Vorarlberg;6818126;1368795;5449331;190025
2022;9;Wien;54940896;47513982;7426914;1531235
2022;10;Österreich;169094014;79363955;89730059;4712750
2022;1;Burgenland;4825377;1374968;3450409;134486
2022;2;Kärnten;6379050;1379441;4999609;177788
2022;3;Niederösterreich;33555497;10748092;22807405;935211
2022;4;Oberösterreich;23335348;5734229;17601119;650370
2022;5;Salzburg;10306086;2803119;7502967;287237
2022;6;Steiermark;19946415;5116231;14830184;555918
2022;7;Tirol;9158131;3443283;5714848;255243
2022;8;Vorarlberg;6828313;1376726;5451587;190309
2022;9;Wien;55232056;47803346;7428710;1539350
2022;10;Österreich;169566273;79779435;89786838;4725912
2022;1;Burgenland;4858816;1392277;3466539;135418
2022;2;Kärnten;6386876;1386010;5000866;178006
2022;3;Niederösterreich;33807219;10991611;22815608;942227
2022;4;Oberösterreich;23363570;5756955;17606615;651156
2022;5;Salzburg;10315495;2811005;7504490;287499
2022;6;Steiermark;19973728;5136512;14837216;556680
2022;7;Tirol;9173573;3457774;5715799;255673
2022;8;Vorarlberg;6838116;1384288;5453828;190582
2022;9;Wien;55563807;48133227;7430580;1548596
2022;10;Österreich;170281200;80449659;89831541;4745838
2022;1;Burgenland;4869057;1401410;3467647;135703
2022;2;Kärnten;6390259;1389393;5000866;178100
2022;3;Niederösterreich;33840357;11021783;22818574;943151
2022;4;Oberösterreich;23386323;5775912;17610411;651791
2022;5;Salzburg;10324706;2819218;7505488;287756
2022;6;Steiermark;20003431;5160589;14842842;557507
2022;7;Tirol;9187552;3470732;5716820;256062
2022;8;Vorarlberg;6845936;1390833;5455103;190800
2022;9;Wien;55785608;48353494;7432114;1554778
2022;10;Österreich;170633229;80783364;89849865;4755649
2022;1;Burgenland;4880409;1411042;3469367;136020
2022;2;Kärnten;6393285;1392033;5001252;178185
2022;3;Niederösterreich;33876245;11055637;22820608;944151
2022;4;Oberösterreich;23413213;5798258;17614955;652540
2022;5;Salzburg;10333381;2827497;7505884;287997
2022;6;Steiermark;20025723;5178518;14847205;558129
2022;7;Tirol;9198806;3480581;5718225;256376
2022;8;Vorarlberg;6854229;1397654;5456575;191031
2022;9;Wien;55990511;48556068;7434443;1560489
2022;10;Österreich;170965802;81097288;89868514;4764918
2022;1;Burgenland;4892728;1420028;3472700;136363
2022;2;Kärnten;6396801;1395549;5001252;178283
2022;3;Niederösterreich;33940129;11090210;22849919;945931
2022;4;Oberösterreich;23444183;5819503;17624680;653403
2022;5;Salzburg;10347523;2837640;7509883;288392
2022;6;Steiermark;20053254;5197668;14855586;558896
2022;7;Tirol;9218153;3498694;5719459;256915
2022;8;Vorarlberg;6864836;1405398;5459438;191327
2022;9;Wien;56258318;48821376;7436942;1567953
2022;10;Österreich;171415925;81486066;89929859;4777463
2022;1;Burgenland;4903146;1427938;3475208;136654
2022;2;Kärnten;6411330;1401145;5010185;178688
2022;3;Niederösterreich;33989796;11122498;22867298;947316
2022;4;Oberösterreich;23475218;5842029;17633189;654268
2022;5;Salzburg;10363211;2851828;7511383;288829
2022;6;Steiermark;20108448;5225549;14882899;560434
2022;7;Tirol;9238608;3512472;5726136;257485
2022;8;Vorarlberg;6876399;1414330;5462069;191649
2022;9;Wien;56528088;49089300;7438788;1575471
2022;10;Österreich;171894244;81887089;90007155;4790794
2022;1;Burgenland;4917684;1440086;3477598;137059
2022;2;Kärnten;6417616;1405377;5012239;178863
2022;3;Niederösterreich;34280317;11157807;23122510;955413
2022;4;Oberösterreich;23521776;5855759;17666017;655566
2022;5;Salzburg;10372586;2859929;7512657;289090
2022;6;Steiermark;20137237;5248644;14888593;561237
2022;7;Tirol;9251815;3524806;5727009;257854
2022;8;Vorarlberg;6886046;1421835;5464211;191918
2022;9;Wien;56773050;49332360;7440690;1582298
2022;10;Österreich;172558127;82246603;90311524;4809297
2022;1;Burgenland;4928278;1448355;3479923;137354
2022;2;Kärnten;6423688;1408931;5014757;179032
2022;3;Niederösterreich;34313003;11182341;23130662;956324
2022;4;Oberösterreich;23549696;5878219;17671477;656344
2022;5;Salzburg;10385680;2871888;7513792;289455
2022;6;Steiermark;20159840;5266057;14893783;561867
2022;7;Tirol;9263953;3536024;5727929;258192
2022;8;Vorarlberg;6894273;1427928;5466345;192147
2022;9;Wien;56986441;49543858;7442583;1588246
2022;10;Österreich;172904852;82563601;90341251;4818960
2022;1;Burgenland;4942089;1456498;3485591;137739
2022;2;Kärnten;6428982;1413272;5015710;179180
2022;3;Niederösterreich;34589637;11338298;23251339;964034
2022;4;Oberösterreich;23569943;5892702;17677241;656908
2022;5;Salzburg;10395585;2880453;7515132;289731
2022;6;Steiermark;20181228;5281718;14899510;562463
2022;7;Tirol;9276486;3547682;5728804;258541
2022;8;Vorarlberg;6903012;1434372;5468640;192391
2022;9;Wien;57219997;49775546;7444451;1594755
2022;10;Österreich;173506959;83020541;90486418;4835741
2022;1;Burgenland;4951175;1464476;3486699;137992
2022;2;Kärnten;6431488;1415778;5015710;179249
2022;3;Niederösterreich;34621915;11368119;23253796;964933
2022;4;Oberösterreich;23594268;5910951;17683317;657586
2022;5;Salzburg;10401933;2885579;7516354;289908
2022;6;Steiermark;20201551;5297176;14904375;563029
2022;7;Tirol;9287770;3558109;5729661;258856
2022;8;Vorarlberg;6909207;1438954;5470253;192564
2022;9;Wien;57293731;49847857;7445874;1596810
2022;10;Österreich;173693038;83186999;90506039;4840927
2022;1;Burgenland;4959447;1471411;3488036;138223
2022;2;Kärnten;6434490;1418780;5015710;179333
2022;3;Niederösterreich;34650469;11394922;23255547;965729
2022;4;Oberösterreich;23615060;5927559;17687501;658166
2022;5;Salzburg;10407120;2890317;7516803;290053
2022;6;Steiermark;20216084;5308765;14907319;563434
2022;7;Tirol;9295726;3564963;5730763;259077
2022;8;Vorarlberg;6915610;1444083;5471527;192742
2022;9;Wien;57421128;49973164;7447964;1600361
2022;10;Österreich;173915134;83393964;90521170;4847117
2022;1;Burgenland;4968787;1477778;3491009;138483
2022;2;Kärnten;6444006;1422836;5021170;179598
2022;3;Niederösterreich;34812654;11426810;23385844;970249
2022;4;Oberösterreich;23640629;5943410;17697219;658878
